mass,limit_95,med_limit,2sigma_up,1sigma_up,1sigma_down,test_statistic
0.49822,5.22149927706095e-11,5.329475741347971e-11,7.935105965478802e-11,6.758952638852829e-11,3.335398880214247e-11,-0.06689265466581057
0.49838,5.5496465219550805e-11,5.3267659005477764e-11,7.930412717043608e-11,6.755174448821098e-11,3.334214862711094e-11,0.13979554876909822
0.49854,7.087694230676781e-11,5.3237492275702944e-11,7.925126265453483e-11,6.750871183271172e-11,3.3333346660271355e-11,1.2705134501699353
0.49869,6.388734125879433e-11,5.327292300540287e-11,7.928849458829847e-11,6.75459617441775e-11,3.33652800460041e-11,0.7212524514109395
0.49885,6.409941202643716e-11,5.317612245824643e-11,7.913629961892621e-11,6.741840395035481e-11,3.331468973812728e-11,0.7466087368547111
0.49901,6.30564540788675e-11,5.3056128076785816e-11,7.898424543602238e-11,6.72755510610305e-11,3.322145958481592e-11,0.6783328196510202
0.49916,6.004955322763758e-11,5.30520305080041e-11,7.897294296094456e-11,6.727247987046221e-11,3.3218174754172393e-11,0.46251223033113686
0.49932,6.058780360193596e-11,5.302142645686978e-11,7.892887686370176e-11,6.723387420227551e-11,3.320254312737006e-11,0.5034694179882324
0.49948,5.128675917195903e-11,5.303036113564164e-11,7.894161125659513e-11,6.724548765355614e-11,3.3203589012079134e-11,-0.1064395032552724
0.49963,3.9377553208755416e-11,5.2848040521703727e-11,7.867409036213628e-11,6.701642466116839e-11,3.308618108299042e-11,-0.731785489958868
0.49979,3.304620996112768e-11,5.2766655083955204e-11,7.854095351778653e-11,6.690674104258825e-11,3.304620996112768e-11,-1.2032398153674733
0.49995,4.0611206422406017e-11,5.272065631208999e-11,7.848601158067478e-11,6.685605119920477e-11,3.300315798631199e-11,-0.6691035897326597
0.5001,4.801651264347161e-11,5.2752725818640685e-11,7.853686785983533e-11,6.689815038780467e-11,3.302182281724045e-11,-0.2825356542705818
0.50026,4.736908578423992e-11,5.279946739509863e-11,7.8679029592795e-11,6.69584974736443e-11,3.3053917565132254e-11,-0.3211937339602512
0.50042,4.8753349112460666e-11,5.2738447709859304e-11,7.852075169851867e-11,6.68815752972874e-11,3.301454818862289e-11,-0.23950431026384797
0.50057,4.909209458630607e-11,5.266737778024694e-11,7.842032082725084e-11,6.679518801555004e-11,3.29612515710139e-11,-0.21655588660219413
0.50073,5.140852728134957e-11,5.2690071190742935e-11,7.843703259160146e-11,6.681398833055699e-11,3.299577919412329e-11,-0.07866914229194795
0.50089,4.859968644972353e-11,5.264905661968692e-11,7.837918590787527e-11,6.676434947579448e-11,3.296321580385255e-11,-0.2433790767201984
0.50104,5.038385933003252e-11,5.262203883318947e-11,7.833900436162822e-11,6.673044457288422e-11,3.2944235605658846e-11,-0.13717755174526206
0.5012,5.509199181332787e-11,5.259812100620062e-11,7.829181868040902e-11,6.66932345461976e-11,3.2943587644740475e-11,0.1604299282373468
0.50136,4.864324968310345e-11,5.256731203263654e-11,7.825113099183304e-11,6.665813688261096e-11,3.29124036867311e-11,-0.23652908317971094
0.50152,5.083635348645478e-11,5.2576494172532886e-11,7.82603805722191e-11,6.666725815379045e-11,3.292301232333786e-11,-0.10693431986272786
0.50167,4.9432975406711184e-11,5.2634060445166616e-11,7.834737308702237e-11,6.674111223483125e-11,3.295695999074517e-11,-0.19396925378478375
0.50183,5.400558269475712e-11,5.2683755652796886e-11,7.841402561085078e-11,6.680006916287494e-11,3.299523692462865e-11,0.08402154434817656
0.50199,6.713106327995796e-11,5.2630302998418066e-11,7.834611961601222e-11,6.673803913149859e-11,3.295456853880246e-11,1.0313506190512836
0.50215,6.194718219622561e-11,5.2595675628137844e-11,7.82797288264911e-11,6.668535308813497e-11,3.2950976548908235e-11,0.6386363513280352
0.5023,6.343683574968092e-11,5.262592151150692e-11,7.83452241100241e-11,6.673499658887673e-11,3.2950011143766924e-11,0.7453622298688818
